file,where,original,updated
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-counters.liquid,schema:settings/23/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-counters.liquid,schema:settings/24/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-counters.liquid,schema:settings/25/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-counters.liquid,schema:settings/26/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-counters.liquid,schema:settings/27/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-counters.liquid,schema:settings/33/label,Couleur de la bordure en haut et en bas,Color de la bordure en haut et en bas
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-counters.liquid,schema:settings/41/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-with-text-counters.liquid,schema:blocks/0/settings/2/label,Couleur de la bordure animée,Color de la bordure animée
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/page-content.liquid,schema:settings/1/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/page-content.liquid,schema:settings/2/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/page-content.liquid,schema:settings/6/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/page-content.liquid,schema:settings/7/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/contact-form.liquid,schema:settings/12/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/contact-form.liquid,schema:settings/15/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/contact-form.liquid,schema:settings/16/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/contact-form.liquid,schema:settings/17/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/contact-form.liquid,schema:blocks/0/settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/contact-form.liquid,schema:blocks/0/settings/2/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/contact-form.liquid,schema:blocks/0/settings/3/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-image.liquid,schema:blocks/0/settings/1/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-image.liquid,schema:blocks/0/settings/2/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-image.liquid,schema:blocks/0/settings/5/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-image.liquid,schema:blocks/0/settings/5/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-image.liquid,schema:blocks/0/settings/12/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-image.liquid,schema:blocks/0/settings/13/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-image.liquid,schema:blocks/0/settings/14/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/cards-with-image.liquid,schema:blocks/0/settings/20/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/2/info,"Si aucune image n'est sélectionnée, les options de couleur d'arrière-plan ci-dessous seront appliquées.","Si aucune image n'est sélectionnée, les options de color d'arrière-plan ci-dessous seront appliquées."
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/5/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/6/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/17/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/22/label,Couleur de contrôle,Color de contrôle
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/34/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/36/label,Légende,Caption
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/37/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/38/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/39/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/40/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/41/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/47/label,Couleur du fondu,Color du fondu
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/image-compare.liquid,schema:settings/53/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/2/info,"Si aucune image n'est sélectionnée, les options de couleur d'arrière-plan ci-dessous seront appliquées.","Si aucune image n'est sélectionnée, les options de color d'arrière-plan ci-dessous seront appliquées."
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/5/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/6/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/14/label,Couleur du fond de la vidéo,Color du fond de la vidéo
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/16/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/25/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/27/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/28/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/29/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/30/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/31/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/32/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/38/label,Couleur du fondu,Color du fondu
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/video-with-text.liquid,schema:settings/44/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/2/info,"Si aucune image n'est sélectionnée, les options de couleur d'arrière-plan ci-dessous seront appliquées.","Si aucune image n'est sélectionnée, les options de color d'arrière-plan ci-dessous seront appliquées."
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/5/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/6/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/12/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/14/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/15/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/16/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/17/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/19/label,Couleur du titre overlay,Color du titre overlay
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/20/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/21/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/22/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/23/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:settings/26/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/0/settings/1/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/0/settings/2/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/0/settings/9/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/0/settings/9/default,Titre de la carte,Title de la carte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/0/settings/10/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/0/settings/11/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/0/settings/17/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/2/settings/3/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/2/settings/3/default,Titre de la carte,Title de la carte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/2/settings/4/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/2/settings/5/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/2/settings/11/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/4/settings/2/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/4/settings/3/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/4/settings/4/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/5/settings/3/label,Couleur du badge de vente,Color du badge de vente
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/5/settings/4/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/5/settings/5/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/5/settings/11/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/6/settings/2/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/6/settings/6/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/6/settings/10/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/6/settings/14/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/6/settings/18/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/7/settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/7/settings/2/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/7/settings/3/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/collage-dynamique.liquid,schema:blocks/7/settings/7/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/icon-blocks.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/icon-blocks.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/icon-blocks.liquid,schema:settings/8/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/icon-blocks.liquid,schema:settings/10/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/icon-blocks.liquid,schema:settings/11/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/icon-blocks.liquid,schema:settings/12/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/icon-blocks.liquid,schema:settings/13/label,Titre overlay,Title overlay
